dataset,seed,k,p,C,mean_weight,coef_norm,balanced,f1
20News,0,16,0.2,1.0,3.0,7.332275688980592,0.7342105263157894,0.797583081570997
20News,0,16,0.3,0.01,3.0,0.25722768230407145,0.5,0.7212336892052195
20News,0,16,0.3,0.1,3.0,1.8394509845529183,0.6075307950727884,0.750330250990753
20News,0,16,0.3,1.0,3.0,6.852528584565784,0.6931970884658455,0.7636363636363637
20News,0,32,0.0,0.01,2.90625,0.7850418993906656,0.6706816909294513,0.778393351800554
20News,0,32,0.0,0.1,2.90625,2.769345884846017,0.7369120940649496,0.7900466562986003
20News,0,32,0.0,1.0,2.90625,6.03537471198153,0.745996640537514,0.785829307568438
20News,0,32,0.05,0.01,2.90625,0.7049587575699177,0.6417693169092945,0.7700534759358288
20News,0,32,0.05,0.1,2.90625,2.8505350408970007,0.7427211646136618,0.8024316109422492
20News,0,32,0.05,1.0,2.90625,6.746502468149688,0.747837346024636,0.7917329093799682
20News,0,32,0.1,0.01,2.90625,0.6252178951794526,0.609476483762598,0.766497461928934
20News,0,32,0.1,0.1,2.90625,2.8130946319018175,0.7226063829787235,0.7928464977645305
20News,0,32,0.1,1.0,2.90625,7.258606417484033,0.7489991601343785,0.7943037974683544
20News,0,32,0.2,0.01,2.90625,0.4419476213645633,0.5106382978723404,0.7255369928400954
20News,0,32,0.2,0.1,2.90625,2.5980248905341456,0.683538633818589,0.7771428571428571
20News,0,32,0.2,1.0,2.90625,8.415868438961704,0.7371080627099664,0.7938461538461539
20News,0,32,0.3,0.01,2.90625,0.2759211396769382,0.5,0.7212336892052195
20News,0,32,0.3,0.1,2.90625,2.105639561892653,0.6339375699888018,0.7688243064729194
20News,0,32,0.3,1.0,2.90625,8.354167238325466,0.7079997200447928,0.7802690582959642
20News,0,64,0.0,0.01,2.9375,0.8768763704384661,0.7189389697648376,0.8011527377521613
20News,0,64,0.0,0.1,2.9375,2.926312909984713,0.7605123180291153,0.8075117370892019
20News,0,64,0.0,1.0,2.9375,6.3635852009792995,0.7818798992161253,0.8123980424143556
20News,0,64,0.05,0.01,2.9375,0.8054333893066172,0.7006648936170212,0.7972027972027972
20News,0,64,0.05,0.1,2.9375,3.0089852177505367,0.7554871220604704,0.8098159509202454
20News,0,64,0.05,1.0,2.9375,7.02897976039192,0.782558790593505,0.8155339805825242
20News,0,64,0.1,0.01,2.9375,0.7168761774825038,0.6620800671892497,0.7816711590296496
20News,0,64,0.1,0.1,2.9375,3.075935482742145,0.7497830347144456,0.8090909090909091
20News,0,64,0.1,1.0,2.9375,7.82349202874871,0.7842035274356103,0.8174474959612278
20News,0,64,0.2,0.01,2.9375,0.5216791091667157,0.5255319148936171,0.7316486161251504
20News,0,64,0.2,0.1,2.9375,2.9126622724563553,0.7388577827547592,0.8071216617210683
20News,0,64,0.2,1.0,2.9375,8.832917109107003,0.770954647256439,0.810207336523126
20News,0,64,0.3,0.01,2.9375,0.3354476981523623,0.5,0.7212336892052195
20News,0,64,0.3,0.1,2.9375,2.384448909027086,0.6881858902575588,0.7865168539325843
20News,0,64,0.3,1.0,2.9375,9.350541747421566,0.7465845464725644,0.7975077881619937
20News,0,128,0.0,0.01,2.9296875,0.9208585225430432,0.7199048152295633,0.8
20News,0,128,0.0,0.1,2.9296875,3.126497918029435,0.7668952967525196,0.8113207547169812
20News,0,128,0.0,1.0,2.9296875,7.16572725206348,0.775979843225084,0.8078175895765473
20News,0,128,0.05,0.01,2.9296875,0.8515098814102654,0.6950517917133259,0.7892503536067893
20News,0,128,0.05,0.1,2.9296875,3.221480492417052,0.7543253079507279,0.8073959938366718
20News,0,128,0.05,1.0,2.9296875,7.762775658031984,0.7785904255319149,0.8085106382978723
20News,0,128,0.1,0.01,2.9296875,0.7674779955974868,0.6880949048152296,0.7939560439560439
20News,0,128,0.1,0.1,2.9296875,3.23898929206448,0.7379829227323629,0.8006042296072508
20News,0,128,0.1,1.0,2.9296875,8.582202081963427,0.7750139977603583,0.8090614886731392
20News,0,128,0.2,0.01,2.9296875,0.5576324342989111,0.5446808510638298,0.7396593673965937
20News,0,128,0.2,0.1,2.9296875,3.0800098859342695,0.7159364501679731,0.7935578330893118
20News,0,128,0.2,1.0,2.9296875,9.619701150675926,0.7898166293393057,0.8261562998405104
20News,0,128,0.3,0.01,2.9296875,0.3722106994215753,0.5,0.7212336892052195
20News,0,128,0.3,0.1,2.9296875,2.510857156208075,0.6917623180291154,0.7858156028368795
20News,0,128,0.3,1.0,2.9296875,9.919832624105933,0.7394316909294513,0.7987804878048781
20News,1,4,0.0,0.01,2.5,0.3546963279627186,0.5084388185654009,0.7216248506571087
20News,1,4,0.0,0.1,2.5,1.6480268799360196,0.5624947606672814,0.6937062937062937
20News,1,4,0.0,1.0,2.5,6.705768502067342,0.6170816218179787,0.700152207001522
20News,1,4,0.05,0.01,2.5,0.2878377846150168,0.5,0.718192627824019
20News,1,4,0.05,0.1,2.5,1.6979475158142272,0.5659387487076313,0.7066848567530696
20News,1,4,0.05,1.0,2.5,6.314288252563676,0.6003646575572135,0.6859756097560976
20News,1,4,0.1,0.01,2.5,0.24893566473402146,0.5,0.718192627824019
20News,1,4,0.1,0.1,2.5,1.8160781571374656,0.5886355380445413,0.7441860465116279
20News,1,4,0.1,1.0,2.5,7.351432750169568,0.6286710257914885,0.713855421686747
20News,1,4,0.2,0.01,2.5,0.1367427843882016,0.5,0.718192627824019
20News,1,4,0.2,0.1,2.5,1.2149959018735006,0.5021097046413502,0.719047619047619
20News,1,4,0.2,1.0,2.5,6.193820639556499,0.5947550786598486,0.7024673439767779
20News,1,4,0.3,0.01,2.5,0.08513389004527487,0.5,0.718192627824019
20News,1,4,0.3,0.1,2.5,0.8153621796147743,0.5,0.718192627824019
20News,1,4,0.3,1.0,2.5,5.791051084863386,0.5882094056500964,0.7323568575233023
20News,1,8,0.0,0.01,2.625,0.4662684472204767,0.5449185458406685,0.7317676143386898
20News,1,8,0.0,0.1,2.625,2.0063522827760876,0.6080280548802638,0.7023809523809523
20News,1,8,0.0,1.0,2.625,6.6482019774485765,0.631234805935116,0.7140695915279879
20News,1,8,0.05,0.01,2.625,0.4112188672655967,0.5126582278481012,0.7233532934131737
20News,1,8,0.05,0.1,2.625,2.0955100305518286,0.6173470813423869,0.7198838896952104
20News,1,8,0.05,1.0,2.625,6.796915105989283,0.6437323609131808,0.7259036144578314
20News,1,8,0.1,0.01,2.625,0.36210448450710214,0.5,0.718192627824019
20News,1,8,0.1,0.1,2.625,2.079553277525797,0.6033266269874535,0.7161198288159771
20News,1,8,0.1,1.0,2.625,6.522320517811128,0.62370413837427,0.708018154311649
20News,1,8,0.2,0.01,2.625,0.25452946072470717,0.5,0.718192627824019
20News,1,8,0.2,0.1,2.625,1.8227429117937837,0.568635258613463,0.7158176943699732
20News,1,8,0.2,1.0,2.625,6.706229970765038,0.6239975410065107,0.7125748502994012
20News,1,8,0.3,0.01,2.625,0.1603591620877032,0.5,0.718192627824019
20News,1,8,0.3,0.1,2.625,1.327904592458138,0.5105764663145835,0.7102342786683107
20News,1,8,0.3,1.0,2.625,6.983987181736634,0.5846606309553748,0.6965317919075145
20News,1,16,0.0,0.01,3.0625,0.7366825643237521,0.6506203369938804,0.7514285714285714
20News,1,16,0.0,0.1,3.0625,2.3670190535058904,0.6896917875206081,0.7515527950310559
20News,1,16,0.0,1.0,3.0625,5.2682549600673125,0.6936177941710677,0.7496062992125985
20News,1,16,0.05,0.01,3.0625,0.6719551783998778,0.6191074971358315,0.7441860465116279
20News,1,16,0.05,0.1,3.0625,2.489645963096472,0.6758320060357113,0.7418856259659969
20News,1,16,0.05,1.0,3.0625,5.721853870756489,0.6949800206778998,0.7472178060413355
20News,1,16,0.1,0.01,3.0625,0.5936919902821389,0.5664976108642803,0.727979274611399
20News,1,16,0.1,0.1,3.0625,2.525412457576574,0.6744697795288792,0.7442572741194488
20News,1,16,0.1,1.0,3.0625,6.1256515394067526,0.6893983848883674,0.7472527472527473
20News,1,16,0.2,0.01,3.0625,0.4310922783489038,0.5021097046413502,0.719047619047619
20News,1,16,0.2,0.1,3.0625,2.3689755002774806,0.64084723502948,0.7357664233576642
20News,1,16,0.2,1.0,3.0625,7.201052907615917,0.6847249001033895,0.7457098283931357
20News,1,16,0.3,0.01,3.0625,0.29694922644175203,0.5,0.718192627824019
20News,1,16,0.3,0.1,3.0625,1.891731973733139,0.5903470533992791,0.72
20News,1,16,0.3,1.0,3.0625,7.280103936233626,0.6702503702461788,0.7419847328244275
20News,1,32,0.0,0.01,3.15625,0.8058002599224723,0.6705158297705871,0.759825327510917
20News,1,32,0.0,0.1,3.15625,2.641911587427221,0.7193883253695477,0.7632850241545893
20News,1,32,0.0,1.0,3.15625,6.690213381336428,0.7231536591499707,0.7665056360708534
20News,1,32,0.05,0.01,3.15625,0.7351851378783971,0.6307248442171738,0.7433380084151473
20News,1,32,0.05,0.1,3.15625,2.7072289471990247,0.7095872802973147,0.7606973058637084
20News,1,32,0.05,1.0,3.15625,7.179891425010219,0.7177326962304748,0.7612903225806451
20News,1,32,0.1,0.01,3.15625,0.6458672994001848,0.5963268784754241,0.7450980392156863
20News,1,32,0.1,0.1,3.15625,2.779286416046654,0.701895939866432,0.759375
20News,1,32,0.1,1.0,3.15625,7.7085357633832485,0.7285746220694665,0.7717041800643086
20News,1,32,0.2,0.01,3.15625,0.4642058195622953,0.5046734847849778,0.7192353643966547
20News,1,32,0.2,0.1,3.15625,2.596340218651993,0.6758040629278788,0.7559523809523809
20News,1,32,0.2,1.0,3.15625,8.31843369077574,0.7168245452259201,0.7628205128205128
20News,1,32,0.3,0.01,3.15625,0.3058038072725095,0.5,0.718192627824019
20News,1,32,0.3,0.1,3.15625,2.0214635122484386,0.5784363036856959,0.717391304347826
20News,1,32,0.3,1.0,3.15625,8.449681831394793,0.6802120881884484,0.7389937106918238
20News,1,64,0.0,0.01,2.84375,0.883965331157687,0.6785005728337106,0.7649635036496351
20News,1,64,0.0,0.1,2.84375,2.8951889369014285,0.7342889876212033,0.780952380952381
20News,1,64,0.0,1.0,2.84375,7.051874685658339,0.729776175706262,0.7744
20News,1,64,0.05,0.01,2.84375,0.826309212465181,0.655587224411099,0.7567567567567568
20News,1,64,0.05,0.1,2.84375,2.9966777434211536,0.7338349121189258,0.7816455696202531
20News,1,64,0.05,1.0,2.84375,7.552250762347011,0.7323399558498895,0.77491961414791
20News,1,64,0.1,0.01,2.84375,0.7389021843027288,0.6094391818258027,0.750330250990753
20News,1,64,0.1,0.1,2.84375,3.0703628156621465,0.7265976471903205,0.7793427230046949
20News,1,64,0.1,1.0,2.84375,8.199864494024855,0.7288680247017073,0.7758346581875993
20News,1,64,0.2,0.01,2.84375,0.5512978828046262,0.5318062424902897,0.7270501835985312
20News,1,64,0.2,0.1,2.84375,2.9076311238772354,0.6764188113001928,0.7503782148260212
20News,1,64,0.2,1.0,2.84375,8.92341910177657,0.7220848352753794,0.7728706624605678
20News,1,64,0.3,0.01,2.84375,0.36507101673094644,0.5,0.718192627824019
20News,1,64,0.3,0.1,2.84375,2.4026400976696753,0.6364671528767429,0.7385057471264368
20News,1,64,0.3,1.0,2.84375,9.265941741854093,0.6939111968033085,0.7538940809968847
20News,1,128,0.0,0.01,2.953125,0.9572406117383193,0.6866459887668707,0.7655786350148368
20News,1,128,0.0,0.1,2.953125,3.146308712297737,0.7493503227428955,0.7936507936507936
20News,1,128,0.0,1.0,2.953125,7.79958540607745,0.7687917400173248,0.8045234248788369
20News,1,128,0.05,0.01,2.953125,0.8878521623174562,0.6641867158465364,0.7565217391304347
20News,1,128,0.05,0.1,2.953125,3.2009570336349142,0.7342889876212033,0.780952380952381
20News,1,128,0.05,1.0,2.953125,8.250360904004287,0.7549319585324279,0.7942122186495176
20News,1,128,0.1,0.01,2.953125,0.8067317576561217,0.6448780283343114,0.7559274755927475
20News,1,128,0.1,0.1,2.953125,3.251335393521628,0.7329267611143712,0.7830188679245284
20News,1,128,0.1,1.0,2.953125,8.76418984888968,0.7541844803979099,0.7909238249594813
20News,1,128,0.2,0.01,2.953125,0.6055678899917476,0.551247659764719,0.7344913151364765
20News,1,128,0.2,0.1,2.953125,3.1170930340917895,0.6865132590046665,0.756838905775076
20News,1,128,0.2,1.0,2.953125,9.691264944870476,0.7406181015452539,0.784688995215311
20News,1,128,0.3,0.01,2.953125,0.42261883350220464,0.5,0.718192627824019
20News,1,128,0.3,0.1,2.953125,2.6831796880663257,0.6461075250789393,0.7453237410071942
20News,1,128,0.3,1.0,2.953125,10.230292302262606,0.7202685332662699,0.7757009345794392
20News,2,4,0.0,0.01,2.75,0.48974509230675434,0.5867038980086873,0.7528809218950064
20News,2,4,0.0,0.1,2.75,2.091195799356837,0.6500324363964574,0.7311178247734139
20News,2,4,0.0,1.0,2.75,3.8630506931943245,0.6668500028205562,0.728414442700157
20News,2,4,0.05,0.01,2.75,0.4507858068886439,0.5726645794550685,0.7546699875466999
20News,2,4,0.05,0.1,2.75,2.118083755231064,0.6428682236136967,0.7286356821589205
20News,2,4,0.05,1.0,2.75,4.275082636685013,0.6646570203644159,0.7272727272727273
20News,2,4,0.1,0.01,2.75,0.39638050793872265,0.540058949624866,0.7469879518072289
20News,2,4,0.1,0.1,2.75,2.0751109496714264,0.6454983922829582,0.7332339791356185
20News,2,4,0.1,1.0,2.75,4.907713284219334,0.6706507023184971,0.7315541601255887
20News,2,4,0.2,0.01,2.75,0.27340565682644524,0.5,0.731764705882353
20News,2,4,0.2,0.1,2.75,1.9443009942784237,0.6161011451458227,0.743801652892562
20News,2,4,0.2,1.0,2.75,5.734136263263549,0.6612935070795961,0.7278382581648523
20News,2,4,0.3,0.01,2.75,0.22814799552227633,0.5,0.731764705882353
20News,2,4,0.3,0.1,2.75,1.7830392582481605,0.6114190218311051,0.7493261455525606
20News,2,4,0.3,1.0,2.75,6.093215222824914,0.6672871890336775,0.7320872274143302
20News,2,8,0.0,0.01,2.75,0.6608172941304445,0.6640506007784734,0.7743732590529248
20News,2,8,0.0,0.1,2.75,2.272942900331424,0.6902394652225419,0.7464566929133858
20News,2,8,0.0,1.0,2.75,4.512726362103309,0.7169924409093473,0.7643312101910829
20News,2,8,0.05,0.01,2.75,0.6020582778754864,0.6482554859818357,0.7774798927613941
20News,2,8,0.05,0.1,2.75,2.3460995345477373,0.6956478817622835,0.7515723270440252
20News,2,8,0.05,1.0,2.75,5.120302468138275,0.7136289276245276,0.764612954186414
20News,2,8,0.1,0.01,2.75,0.5287480536264257,0.5836294917357703,0.7593984962406015
20News,2,8,0.1,0.1,2.75,2.4417558931411034,0.6987152366446663,0.7596899224806202
20News,2,8,0.1,1.0,2.75,5.564972401487587,0.7152366446663282,0.7665615141955836
20News,2,8,0.2,0.01,2.75,0.3696062661099268,0.5,0.731764705882353
20News,2,8,0.2,0.1,2.75,2.3365074921392543,0.680289953178767,0.7593423019431988
20News,2,8,0.2,1.0,2.75,6.474060716685868,0.7050050770011846,0.7555555555555555
20News,2,8,0.3,0.01,2.75,0.24149219248548304,0.5,0.731764705882353
20News,2,8,0.3,0.1,2.75,1.9296273497108023,0.6333488463925085,0.7595628415300546
20News,2,8,0.3,1.0,2.75,7.232115857742232,0.6969594404016473,0.7619047619047619
20News,2,16,0.0,0.01,3.0625,0.7840176179373287,0.6868618491566537,0.7774566473988439
20News,2,16,0.0,0.1,3.0625,2.5448025268792986,0.7104134935409263,0.7606973058637084
20News,2,16,0.0,1.0,3.0625,4.5757676845206126,0.7333657697297907,0.7756410256410257
20News,2,16,0.05,0.01,3.0625,0.7229973020562502,0.6764751508997574,0.7850208044382802
20News,2,16,0.05,0.1,3.0625,2.6406077935685928,0.7114359451683872,0.7634069400630915
20News,2,16,0.05,1.0,3.0625,5.204504149572673,0.7235713882777683,0.768
20News,2,16,0.1,0.01,3.0625,0.634607783627132,0.6315859987589553,0.774869109947644
20News,2,16,0.1,0.1,3.0625,2.684866288794753,0.7080724318835674,0.7636932707355243
20News,2,16,0.1,1.0,3.0625,5.991465467100426,0.7295650702318497,0.7724358974358975
20News,2,16,0.2,0.01,3.0625,0.4657570184478094,0.5043859649122807,0.7334905660377359
20News,2,16,0.2,0.1,3.0625,2.6857817766030236,0.7142071416483331,0.7792998477929984
20News,2,16,0.2,1.0,3.0625,7.193367548330342,0.7262015569470299,0.7726550079491256
20News,2,16,0.3,0.01,3.0625,0.27872223774281385,0.5,0.731764705882353
20News,2,16,0.3,0.1,3.0625,2.1166350735278114,0.6358379872510859,0.7531380753138075
20News,2,16,0.3,1.0,3.0625,7.860276274046221,0.7384780278670954,0.7887323943661971
20News,2,32,0.0,0.01,3.0625,0.8510386112821146,0.6976786822361369,0.7867435158501441
20News,2,32,0.0,0.1,3.0625,2.8811857115314243,0.7393524002933378,0.7950693374422187
20News,2,32,0.0,1.0,3.0625,6.031059948126915,0.7243047328933265,0.762987012987013
20News,2,32,0.05,0.01,3.0625,0.7837686225865407,0.6902183110509392,0.791023842917251
20News,2,32,0.05,0.1,3.0625,2.921693676709687,0.7375966040503188,0.7969465648854962
20News,2,32,0.05,1.0,3.0625,6.692017674447082,0.7281054323912675,0.7662337662337663
20News,2,32,0.1,0.01,3.0625,0.7058590247154185,0.6542491679359169,0.7812080536912752
20News,2,32,0.1,0.1,3.0625,2.999459452579447,0.7364260732216392,0.7981790591805766
20News,2,32,0.1,1.0,3.0625,7.245281241401782,0.739359451683872,0.7800963081861958
20News,2,32,0.2,0.01,3.0625,0.51467761463289,0.5500014102781068,0.7493917274939172
20News,2,32,0.2,0.1,3.0625,2.905433160952135,0.7165411519151577,0.7911111111111111
20News,2,32,0.2,1.0,3.0625,8.419949702547852,0.7435973373949343,0.7866242038216561
20News,2,32,0.3,0.01,3.0625,0.3376053883668308,0.5,0.731764705882353
20News,2,32,0.3,0.1,3.0625,2.365265362481564,0.6833502566706154,0.78125
20News,2,32,0.3,1.0,3.0625,8.692113471657489,0.7278092739888307,0.7746031746031746
20News,2,64,0.0,0.01,2.921875,0.9283040302994058,0.7397825351159248,0.8117647058823529
20News,2,64,0.0,0.1,2.921875,2.879797139013019,0.7668387205957015,0.8088467614533965
20News,2,64,0.0,1.0,2.921875,6.563744514573611,0.7599706662153777,0.7980769230769231
20News,2,64,0.05,0.01,2.921875,0.8678261343869661,0.7127334010266824,0.8017118402282454
20News,2,64,0.05,0.1,2.921875,3.005344917442487,0.7680092514243809,0.8076311605723371
20News,2,64,0.05,1.0,2.921875,7.00952242946444,0.7457903198510746,0.7878787878787878
20News,2,64,0.1,0.01,2.921875,0.7719460974580068,0.6717930275850398,0.7896879240162822
20News,2,64,0.1,0.1,2.921875,3.100908504000181,0.7576296045580189,0.8006329113924051
20News,2,64,0.1,1.0,2.921875,7.49801735060322,0.7463755852654144,0.7872
20News,2,64,0.2,0.01,2.921875,0.5759941421815026,0.5665228182997687,0.7546239210850801
20News,2,64,0.2,0.1,2.921875,3.0780563521655253,0.7487095955322389,0.7993779160186625
20News,2,64,0.2,1.0,2.921875,8.623609889619301,0.7675720652112596,0.8044871794871795
20News,2,64,0.3,0.01,2.921875,0.38143882921268935,0.5,0.731764705882353
20News,2,64,0.3,0.1,2.921875,2.5862268018790133,0.6950485135668754,0.782608695652174
20News,2,64,0.3,1.0,2.921875,8.983885296375552,0.733802955942912,0.7790143084260731
20News,2,128,0.0,0.01,2.9296875,0.9830735817272477,0.7390562418909009,0.8024132730015083
20News,2,128,0.0,0.1,2.9296875,3.1023717962882444,0.7602597732272804,0.8050314465408805
20News,2,128,0.0,1.0,2.9296875,7.89456762244972,0.7628969932870762,0.7947882736156352
20News,2,128,0.05,0.01,2.9296875,0.9226107842705074,0.72633553336718,0.798219584569733
20News,2,128,0.05,0.1,2.9296875,3.169850059037725,0.7612822248547414,0.8075117370892019
20News,2,128,0.05,1.0,2.9296875,8.194905366673943,0.7573404975461161,0.7935483870967742
20News,2,128,0.1,0.01,2.9296875,0.8391542118905535,0.700456930106617,0.7872648335745297
20News,2,128,0.1,0.1,2.9296875,3.253082348267816,0.756310994528121,0.8055987558320373
20News,2,128,0.1,1.0,2.9296875,8.636101627609865,0.76698679979692,0.805111821086262
20News,2,128,0.2,0.01,2.9296875,0.6282340369802338,0.6155017769504146,0.7717948717948718
20News,2,128,0.2,0.1,2.9296875,3.195539436587121,0.7377446832515372,0.7932098765432098
20News,2,128,0.2,1.0,2.9296875,9.255200157144184,0.7712246855079822,0.8114104595879557
20News,2,128,0.3,0.01,2.9296875,0.4322822593597228,0.5027782478704801,0.731995277449823
20News,2,128,0.3,0.1,2.9296875,2.7710866303955726,0.695929937383652,0.7744807121661721
20News,2,128,0.3,1.0,2.9296875,9.718081656023514,0.7582148699723585,0.8
